,0,1,2,3,4,5,6,7,8,9,10
346,207874,139538,594981,1642636,3847571,4950400,3863138,707846,413876,1015388,0
347,106390,70414,308156,857373,1949841,2523907,1949574,361433,217935,523457,0
348,121018,57986,354036,1054707,1599903,2435797,2716019,478460,447551,1254683,1
349,280213,181277,828842,2311577,5080385,6590786,5310896,971085,612242,1492985,0
350,166233,114101,486713,1358418,3112782,4009478,3184032,606476,345033,855966,0
351,167916,71017,513129,1536405,1885736,3076777,3936165,695793,743541,2411761,1
352,148849,71310,452938,1349054,2207952,3263948,3584535,640257,539177,1468956,1
353,150005,67818,455182,1356780,1872211,2892754,3502686,620626,607634,1846992,1
354,179746,81837,568649,1690438,2479748,3821369,4383418,758864,727327,2114732,1
355,286400,185838,817149,2277737,5232707,6814689,5323252,947684,573775,1398473,0
356,223098,143399,647598,1820572,4012070,5322416,4347733,792028,484492,1182386,0
